District Name,District Code,Taluka Name,Taluka Code,Village Name,Village Code,DTV Code
પાટણ,03,સાંતલપુર,01,ચારણકા - 002,002,0301002
પાટણ,03,સાંતલપુર,01,છાણસરા - 043,043,0301043
પાટણ,03,સાંતલપુર,01,જાખોત્રા - 020,020,0301020
પાટણ,03,સાંતલપુર,01,જામવાડા - 016,016,0301016
પાટણ,03,સાંતલપુર,01,જારુસા - 032,032,0301032
પાટણ,03,સાંતલપુર,01,જોરાવરગઢ - 049,049,0301049
પાટણ,03,સાંતલપુર,01,ઝેકડા - 031,031,0301031
પાટણ,03,સાંતલપુર,01,ઝઞામ - 004,004,0301004
પાટણ,03,સાંતલપુર,01,ઝંડાલા - 012,012,0301012
પાટણ,03,સાંતલપુર,01,ઝાંઝણસર - 030,030,0301030
પાટણ,03,સાંતલપુર,01,ડાભી - 034,034,0301034
પાટણ,03,સાંતલપુર,01,ડાલડી - 026,026,0301026
પાટણ,03,સાંતલપુર,01,દૈગામડા - 044,044,0301044
પાટણ,03,સાંતલપુર,01,દૈસર - 029,029,0301029
પાટણ,03,સાંતલપુર,01,દાત્રાણા - 039,039,0301039
પાટણ,03,સાંતલપુર,01,ધારંડવા - 009,009,0301009
પાટણ,03,સાંતલપુર,01,ધોકાવાડા - 019,019,0301019
પાટણ,03,સાંતલપુર,01,નલીયા - 054,054,0301054
પાટણ,03,સાંતલપુર,01,નવાગામ - 063,063,0301063
પાટણ,03,સાંતલપુર,01,પર - 036,036,0301036
પાટણ,03,સાંતલપુર,01,પરસુદ - 056,056,0301056
પાટણ,03,સાંતલપુર,01,પાટણકા - 017,017,0301017
પાટણ,03,સાંતલપુર,01,પીપરાલા - 059,059,0301059
પાટણ,03,સાંતલપુર,01,ફુલપુરા - 048,048,0301048
પાટણ,03,સાંતલપુર,01,ફાંગલી - 003,003,0301003
પાટણ,03,સાંતલપુર,01,બ઼કુત્રા - 023,023,0301023
પાટણ,03,સાંતલપુર,01,બરારા - 022,022,0301022
પાટણ,03,સાંતલપુર,01,બાબરા - 025,025,0301025
પાટણ,03,સાંતલપુર,01,બામ઼રોલી - 045,045,0301045
પાટણ,03,સાંતલપુર,01,બાવરડા - 024,024,0301024
પાટણ,03,સાંતલપુર,01,બોરુડા - 007,007,0301007
પાટણ,03,સાંતલપુર,01,મ઼ઢુત્રા - 040,040,0301040
પાટણ,03,સાંતલપુર,01,માનપુરા - 046,046,0301046
પાટણ,03,સાંતલપુર,01,રણમલપુરા - 038,038,0301038
પાટણ,03,સાંતલપુર,01,રાજુસરા - 042,042,0301042
પાટણ,03,સાંતલપુર,01,રામપુરા - 013,013,0301013
પાટણ,03,સાંતલપુર,01,રોઝુ - 058,058,0301058
પાટણ,03,સાંતલપુર,01,લખાપુરા - 062,062,0301062
પાટણ,03,સાંતલપુર,01,લુણીચણા - 069,069,0301069
પાટણ,03,સાંતલપુર,01,લીમગામડા - 067,067,0301067
પાટણ,03,સાંતલપુર,01,લોદરા - 011,011,0301011
પાટણ,03,સાંતલપુર,01,વરણોસરી - 015,015,0301015
પાટણ,03,સાંતલપુર,01,વાઘપુરા - 055,055,0301055
પાટણ,03,સાંતલપુર,01,વાંઢીયા - 064,064,0301064
પાટણ,03,સાંતલપુર,01,વારાહી - 051,051,0301051
પાટણ,03,સાંતલપુર,01,વાવડી - 014,014,0301014
પાટણ,03,સાંતલપુર,01,વૌવા - 021,021,0301021
પાટણ,03,સાંતલપુર,01,શેરપુરા - 047,047,0301047
પાટણ,03,સાંતલપુર,01,સાંતલપુર - 041,041,0301041
પાટણ,03,સાંતલપુર,01,સાદપુરા - 052,052,0301052
પાટણ,03,સાંતલપુર,01,સીધાડા - 035,035,0301035
પાટણ,03,સાંતલપુર,01,હમીરપુરા - 066,066,0301066
પાટણ,03,રાધનપુર,02,અગીચાણા - 001,001,0302001
પાટણ,03,રાધનપુર,02,અમીરપુરા - 003,003,0302003
પાટણ,03,રાધનપુર,02,અરજણસર - 010,010,0302010
પાટણ,03,રાધનપુર,02,અલ્હાબાદ - 002,002,0302002
પાટણ,03,રાધનપુર,02,કમાલપુર(સાતુન) - 022,022,0302022
પાટણ,03,રાધનપુર,02,કરસનગઢ - 025,025,0302025
પાટણ,03,રાધનપુર,02,કલ્યાણપુરા - 023,023,0302023
પાટણ,03,રાધનપુર,02,કામલપુર(ધરવડી) - 024,024,0302024
પાટણ,03,રાધનપુર,02,કોલ્હાપુર - 026,026,0302026
પાટણ,03,રાધનપુર,02,ગુલાબપુરા - 018,018,0302018
પાટણ,03,રાધનપુર,02,ગોતરકા - 017,017,0302017
પાટણ,03,રાધનપુર,02,ચલવાડા - 009,009,0302009
પાટણ,03,રાધનપુર,02,છાણીયાથલ - 011,011,0302011
પાટણ,03,રાધનપુર,02,જેતલપુરા - 020,020,0302020
પાટણ,03,રાધનપુર,02,જાવંત્રી - 019,019,0302019
પાટણ,03,રાધનપુર,02,જોરાવરગંજ - 021,021,0302021
પાટણ,03,રાધનપુર,02,ઠીકરીયા - 053,053,0302053
પાટણ,03,રાધનપુર,02,દેલાણા - 013,013,0302013
પાટણ,03,રાધનપુર,02,દેવ - 014,014,0302014
પાટણ,03,રાધનપુર,02,દહેગામ - 012,012,0302012
પાટણ,03,રાધનપુર,02,ધરવડી - 015,015,0302015
પાટણ,03,રાધનપુર,02,ધોલકડા - 016,016,0302016
પાટણ,03,રાધનપુર,02,નજુપુરા - 033,033,0302033
પાટણ,03,રાધનપુર,02,નાનાપુરા - 034,034,0302034
પાટણ,03,રાધનપુર,02,નાની પીંપળી - 035,035,0302035
પાટણ,03,રાધનપુર,02,નાયતવાડા - 036,036,0302036
પાટણ,03,રાધનપુર,02,પેદાશપુરા - 038,038,0302038
પાટણ,03,રાધનપુર,02,પાણવી - 037,037,0302037
પાટણ,03,રાધનપુર,02,પોરાણા - 039,039,0302039
પાટણ,03,રાધનપુર,02,બંધવડ - 005,005,0302005
પાટણ,03,રાધનપુર,02,બાદરપુરા - 004,004,0302004
પાટણ,03,રાધનપુર,02,બીસ્મીલ્લાગંજ - 008,008,0302008
પાટણ,03,રાધનપુર,02,ભાડીયા - 006,006,0302006
પાટણ,03,રાધનપુર,02,ભીલોટ - 007,007,0302007
પાટણ,03,રાધનપુર,02,મઘાપુરા - 029,029,0302029
પાટણ,03,રાધનપુર,02,મસાલી - 030,030,0302030
પાટણ,03,રાધનપુર,02,મહેમદાવાદ - 031,031,0302031
પાટણ,03,રાધનપુર,02,મોટી પીંપળી - 032,032,0302032
પાટણ,03,રાધનપુર,02,રંગપુરા - 040,040,0302040
પાટણ,03,રાધનપુર,02,રાધનપુર - 056,056,0302056
પાટણ,03,રાધનપુર,02,લીંબડકા - 027,027,0302027
પાટણ,03,રાધનપુર,02,લોટીયા - 028,028,0302028
પાટણ,03,રાધનપુર,02,વડનગર - 054,054,0302054
પાટણ,03,રાધનપુર,02,વિજયનગર - 055,055,0302055
પાટણ,03,રાધનપુર,02,શેરગંજ - 048,048,0302048
પાટણ,03,રાધનપુર,02,શેરગઢ - 047,047,0302047
પાટણ,03,રાધનપુર,02,શાહપુર - 046,046,0302046
પાટણ,03,રાધનપુર,02,શીનાડ - 049,049,0302049
પાટણ,03,રાધનપુર,02,સબ્દલપુરા - 041,041,0302041
પાટણ,03,રાધનપુર,02,સુબાપુરા - 050,050,0302050
પાટણ,03,રાધનપુર,02,સુરકા - 052,052,0302052
પાટણ,03,રાધનપુર,02,સરકારપુરા - 044,044,0302044
પાટણ,03,રાધનપુર,02,સરદારપુરા - 043,043,0302043
પાટણ,03,રાધનપુર,02,સુલ્તાનપુરા - 051,051,0302051
પાટણ,03,રાધનપુર,02,સાતુન - 045,045,0302045
પાટણ,03,રાધનપુર,02,સાંથલી - 042,042,0302042
પાટણ,03,સિદ્ધપુર,04,આંકવી - 029,029,0304029
પાટણ,03,સિદ્ધપુર,04,ઊમરુ - 025,025,0304025
પાટણ,03,સિદ્ધપુર,04,કનેસરા - 048,048,0304048
પાટણ,03,સિદ્ધપુર,04,કલ્યાણા - 021,021,0304021
પાટણ,03,સિદ્ધપુર,04,કુંવારા - 014,014,0304014
પાટણ,03,સિદ્ધપુર,04,કાકોશી - 009,009,0304009
પાટણ,03,સિદ્ધપુર,04,કારણ - 050,050,0304050
પાટણ,03,સિદ્ધપુર,04,કાલેડા - 011,011,0304011
પાટણ,03,સિદ્ધપુર,04,કોટ - 038,038,0304038
પાટણ,03,સિદ્ધપુર,04,ખડીયાસણ - 019,019,0304019
પાટણ,03,સિદ્ધપુર,04,ખળી - 047,047,0304047
પાટણ,03,સિદ્ધપુર,04,ખોલવાડા - 037,037,0304037
પાટણ,03,સિદ્ધપુર,04,ગણવાડા - 043,043,0304043
પાટણ,03,સિદ્ધપુર,04,ગણેશપુરા - 055,055,0304055
પાટણ,03,સિદ્ધપુર,04,ગાંગલાસણ - 026,026,0304026
પાટણ,03,સિદ્ધપુર,04,ચંદ્રાવતી - 053,053,0304053
પાટણ,03,સિદ્ધપુર,04,ચાટાવાડા - 045,045,0304045
પાટણ,03,સિદ્ધપુર,04,ચાંદણસર - 035,035,0304035
પાટણ,03,સિદ્ધપુર,04,જાફરીપુરા - 008,008,0304008
પાટણ,03,સિદ્ધપુર,04,ઠાકરાસણ - 031,031,0304031
પાટણ,03,સિદ્ધપુર,04,ડુંગરીયાસણ - 017,017,0304017
પાટણ,03,સિદ્ધપુર,04,ડીંડરોલ - 006,006,0304006
પાટણ,03,સિદ્ધપુર,04,તાવડીયા - 030,030,0304030
પાટણ,03,સિદ્ધપુર,04,દેથ઼ળી - 036,036,0304036
પાટણ,03,સિદ્ધપુર,04,દશાવાડા - 012,012,0304012
પાટણ,03,સિદ્ધપુર,04,ધનાવાડા - 010,010,0304010
પાટણ,03,સિદ્ધપુર,04,ધુમડ - 004,004,0304004
પાટણ,03,સિદ્ધપુર,04,નેદરા - 049,049,0304049
પાટણ,03,સિદ્ધપુર,04,નાગવાસણ - 042,042,0304042
પાટણ,03,સિદ્ધપુર,04,નાદ્રોત્રી - 032,032,0304032
પાટણ,03,સિદ્ધપુર,04,નિદ્રોડા - 022,022,0304022
પાટણ,03,સિદ્ધપુર,04,પચકવાડા - 001,001,0304001
પાટણ,03,સિદ્ધપુર,04,પુનાસણ - 051,051,0304051
પાટણ,03,સિદ્ધપુર,04,બીલીયા - 056,056,0304056
પાટણ,03,સિદ્ધપુર,04,મુડવાડા - 003,003,0304003
પાટણ,03,સિદ્ધપુર,04,મુડાણા - 039,039,0304039
પાટણ,03,સિદ્ધપુર,04,મેત્રાણા - 015,015,0304015
પાટણ,03,સિદ્ધપુર,04,મેથાણ - 005,005,0304005
પાટણ,03,સિદ્ધપુર,04,મેળોજ - 028,028,0304028
પાટણ,03,સિદ્ધપુર,04,મામવાડા - 007,007,0304007
પાટણ,03,સિદ્ધપુર,04,રસુલપુર - 020,020,0304020
પાટણ,03,સિદ્ધપુર,04,લુખાસણ - 041,041,0304041
પાટણ,03,સિદ્ધપુર,04,લવારા - 013,013,0304013
પાટણ,03,સિદ્ધપુર,04,લાલપુર - 046,046,0304046
પાટણ,03,સિદ્ધપુર,04,વનાસણ - 052,052,0304052
પાટણ,03,સિદ્ધપુર,04,વરસીલા - 023,023,0304023
પાટણ,03,સિદ્ધપુર,04,વાઘરોલ - 002,002,0304002
પાટણ,03,સિદ્ધપુર,04,વાધણા - 024,024,0304024
પાટણ,03,સિદ્ધપુર,04,સુજાણપુર - 027,027,0304027
પાટણ,03,સિદ્ધપુર,04,સંડેસરી - 040,040,0304040
પાટણ,03,સિદ્ધપુર,04,સેદ્રાણા - 018,018,0304018
પાટણ,03,સિદ્ધપુર,04,સમોડા - 044,044,0304044
પાટણ,03,સિદ્ધપુર,04,સેવાલણી - 033,033,0304033
પાટણ,03,સિદ્ધપુર,04,સહેંસા - 016,016,0304016
પાટણ,03,સિદ્ધપુર,04,સિધ્ધપુર - 054,054,0304054
પાટણ,03,સિદ્ધપુર,04,હીસોર - 034,034,0304034
પાટણ,03,પાટણ,05,અનાવાડા - 091,091,0305091
પાટણ,03,પાટણ,05,આંબલીયાસણ - 101,101,0305101
પાટણ,03,પાટણ,05,ઇલમપુર - 121,121,0305121
પાટણ,03,પાટણ,05,કુડેર - 104,104,0305104
પાટણ,03,પાટણ,05,કુણઘેર - 116,116,0305116
પાટણ,03,પાટણ,05,કણી - 107,107,0305107
પાટણ,03,પાટણ,05,કતપુર - 115,115,0305115
પાટણ,03,પાટણ,05,કમલીવાડા - 082,082,0305082
પાટણ,03,પાટણ,05,ખાનપુર કોડી - 100,100,0305100
પાટણ,03,પાટણ,05,ખાનપુર રાજકુવા - 117,117,0305117
પાટણ,03,પાટણ,05,ખાનપુરડા - 076,076,0305076
પાટણ,03,પાટણ,05,ખારીવાવડી - 096,096,0305096
પાટણ,03,પાટણ,05,ખીમયાણા - 126,126,0305126
પાટણ,03,પાટણ,05,ગજા - 113,113,0305113
પાટણ,03,પાટણ,05,ગ઼દોસણ - 124,124,0305124
પાટણ,03,પાટણ,05,ગોલાપુર - 098,098,0305098
પાટણ,03,પાટણ,05,ચડાસણા - 085,085,0305085
પાટણ,03,પાટણ,05,ચંદ્રુમણા - 119,119,0305119
પાટણ,03,પાટણ,05,ડેર - 084,084,0305084
પાટણ,03,પાટણ,05,ડેરાસણા - 106,106,0305106
પાટણ,03,પાટણ,05,ડાભડી - 134,134,0305134
પાટણ,03,પાટણ,05,દુધારામપુરા - 075,075,0305075
પાટણ,03,પાટણ,05,દીઓદરડા - 083,083,0305083
પાટણ,03,પાટણ,05,દીઘડી - 102,102,0305102
પાટણ,03,પાટણ,05,ધાર઼ણોજ - 077,077,0305077
પાટણ,03,પાટણ,05,ધારપુર - 088,088,0305088
પાટણ,03,પાટણ,05,નાના રામણદા - 086,086,0305086
પાટણ,03,પાટણ,05,નોરતા - 139,139,0305139
પાટણ,03,પાટણ,05,નોરતા-વાંટા - 141,141,0305141
પાટણ,03,પાટણ,05,નોરતા-સરદારપુર - 112,112,0305112
પાટણ,03,પાટણ,05,ફુલેસણા - 093,093,0305093
પાટણ,03,પાટણ,05,બ઼બાસણા - 109,109,0305109
પાટણ,03,પાટણ,05,બાદીપુર - 095,095,0305095
પાટણ,03,પાટણ,05,બાલીસણા - 105,105,0305105
પાટણ,03,પાટણ,05,બોરસણ - 099,099,0305099
પાટણ,03,પાટણ,05,ભદ્રાડા - 094,094,0305094
પાટણ,03,પાટણ,05,ભલગામ - 120,120,0305120
પાટણ,03,પાટણ,05,મણુંદ - 135,135,0305135
પાટણ,03,પાટણ,05,મહેમદપુર - 125,125,0305125
પાટણ,03,પાટણ,05,માંડોત્રી - 089,089,0305089
પાટણ,03,પાટણ,05,માતપુર - 132,132,0305132
પાટણ,03,પાટણ,05,માનપુર - 118,118,0305118
પાટણ,03,પાટણ,05,મીઠીવાવડી - 122,122,0305122
પાટણ,03,પાટણ,05,મોટા રામણદા - 103,103,0305103
પાટણ,03,પાટણ,05,રણુંજ - 130,130,0305130
પાટણ,03,પાટણ,05,રુની - 080,080,0305080
પાટણ,03,પાટણ,05,રુવાવી - 133,133,0305133
પાટણ,03,પાટણ,05,રાજપુર - 114,114,0305114
પાટણ,03,પાટણ,05,લોઢપુર - 066,066,0305066
પાટણ,03,પાટણ,05,વડલી - 092,092,0305092
પાટણ,03,પાટણ,05,વીસલ - વાસણા - 108,108,0305108
પાટણ,03,પાટણ,05,સંખારી - 127,127,0305127
પાટણ,03,પાટણ,05,સુજનીપુર - 071,071,0305071
પાટણ,03,પાટણ,05,સંડેર - 131,131,0305131
પાટણ,03,પાટણ,05,સબોસણ - 123,123,0305123
પાટણ,03,પાટણ,05,સમાલપાટી - 136,136,0305136
પાટણ,03,પાટણ,05,સમોડા - 110,110,0305110
પાટણ,03,પાટણ,05,સરવા - 111,111,0305111
પાટણ,03,પાટણ,05,સાંતી - 087,087,0305087
પાટણ,03,પાટણ,05,હનુમાનપુરા - 078,078,0305078
પાટણ,03,પાટણ,05,હમીદપુર - 129,129,0305129
પાટણ,03,પાટણ,05,હાજીપુર - 081,081,0305081
પાટણ,03,હારીજ,06,અડીયા - 026,026,0306026
પાટણ,03,હારીજ,06,અરીઠા - 043,043,0306043
પાટણ,03,હારીજ,06,એકલવા - 019,019,0306019
પાટણ,03,હારીજ,06,કુકરાણા - 041,041,0306041
પાટણ,03,હારીજ,06,કુંભાણા - 010,010,0306010
પાટણ,03,હારીજ,06,કુરેજા - 024,024,0306024
પાટણ,03,હારીજ,06,કલાણા - 028,028,0306028
પાટણ,03,હારીજ,06,કાઠી - 011,011,0306011
પાટણ,03,હારીજ,06,ક઼ાતરા - 009,009,0306009
પાટણ,03,હારીજ,06,ખાખડી - 022,022,0306022
પાટણ,03,હારીજ,06,ખાખલ - 001,001,0306001
પાટણ,03,હારીજ,06,ગોવના - 035,035,0306035
પાટણ,03,હારીજ,06,ચાબખા - 020,020,0306020
પાટણ,03,હારીજ,06,જમ઼ણપુર - 034,034,0306034
પાટણ,03,હારીજ,06,જસવંતપુરા - 002,002,0306002
પાટણ,03,હારીજ,06,જસોમાવ - 038,038,0306038
પાટણ,03,હારીજ,06,જાસ્કા - 032,032,0306032
પાટણ,03,હારીજ,06,તમ્બોલીયા - 036,036,0306036
પાટણ,03,હારીજ,06,તોર઼ણીપુર - 025,025,0306025
પાટણ,03,હારીજ,06,થરોડ - 021,021,0306021
પાટણ,03,હારીજ,06,દુનાવાડા - 006,006,0306006
પાટણ,03,હારીજ,06,દાંતરવાડા - 033,033,0306033
પાટણ,03,હારીજ,06,નાણા - 012,012,0306012
પાટણ,03,હારીજ,06,પાલોલી - 039,039,0306039
પાટણ,03,હારીજ,06,પીપલાણા - 017,017,0306017
પાટણ,03,હારીજ,06,પીલુવાડ઼ા - 027,027,0306027
પાટણ,03,હારીજ,06,બુડા - 044,044,0306044
પાટણ,03,હારીજ,06,બોરતવાડા - 029,029,0306029
પાટણ,03,હારીજ,06,ભલાણા - 014,014,0306014
પાટણ,03,હારીજ,06,માંકા (જુના-નવા) - 018,018,0306018
પાટણ,03,હારીજ,06,માલસુંદ - 016,016,0306016
પાટણ,03,હારીજ,06,માંસા - 005,005,0306005
પાટણ,03,હારીજ,06,રુગનાથપુરા - 003,003,0306003
પાટણ,03,હારીજ,06,રસુલપુરા - 045,045,0306045
પાટણ,03,હારીજ,06,રાવિન્દ્રા - 023,023,0306023
પાટણ,03,હારીજ,06,રોડા - 004,004,0306004
પાટણ,03,હારીજ,06,વેજાવાડા - 008,008,0306008
પાટણ,03,હારીજ,06,વાગોસણ - 046,046,0306046
પાટણ,03,હારીજ,06,વાઘેલ - 042,042,0306042
પાટણ,03,હારીજ,06,વાંસા - 007,007,0306007
પાટણ,03,હારીજ,06,સરેલ - 013,013,0306013
પાટણ,03,હારીજ,06,સરવાલ - 030,030,0306030
પાટણ,03,હારીજ,06,સવાસડા - 031,031,0306031
પાટણ,03,હારીજ,06,સાંકરા - 015,015,0306015
પાટણ,03,હારીજ,06,સોઢવ - 037,037,0306037
પાટણ,03,હારીજ,06,હારીજ - 040,040,0306040
પાટણ,03,સમી,07,અદગામ - 002,002,0307002
પાટણ,03,સમી,07,અનવરપુરા - 044,044,0307044
પાટણ,03,સમી,07,અમરાપુર - 100,100,0307100
પાટણ,03,સમી,07,ઊપલીયાસરા - 041,041,0307041
પાટણ,03,સમી,07,ઊમેદપુરા - 019,019,0307019
પાટણ,03,સમી,07,કઠીવાડા - 052,052,0307052
પાટણ,03,સમી,07,કનીજ - 026,026,0307026
પાટણ,03,સમી,07,કાઠી - 055,055,0307055
પાટણ,03,સમી,07,કોકતા - 040,040,0307040
પાટણ,03,સમી,07,કોડધા - 045,045,0307045
પાટણ,03,સમી,07,ખરચરિયા - 011,011,0307011
પાટણ,03,સમી,07,ગુજરવાડા - 036,036,0307036
પાટણ,03,સમી,07,ગાજદીનપુરા - 025,025,0307025
પાટણ,03,સમી,07,ગોચનાદ - 009,009,0307009
પાટણ,03,સમી,07,ગોધાણા - 018,018,0307018
પાટણ,03,સમી,07,ચડીયાણા - 099,099,0307099
પાટણ,03,સમી,07,ચાંદરણી - 007,007,0307007
પાટણ,03,સમી,07,જલાલાબાદ - 037,037,0307037
પાટણ,03,સમી,07,જાખેલ - 005,005,0307005
પાટણ,03,સમી,07,જીલવાણા - 051,051,0307051
પાટણ,03,સમી,07,તારોરા - 053,053,0307053
પાટણ,03,સમી,07,દુદખા - 047,047,0307047
પાટણ,03,સમી,07,દાઊદપુર - 017,017,0307017
પાટણ,03,સમી,07,દાદકા - 024,024,0307024
પાટણ,03,સમી,07,દાદર - 013,013,0307013
પાટણ,03,સમી,07,ધધાણા - 014,014,0307014
પાટણ,03,સમી,07,નાના જોરાવરપુરા - 032,032,0307032
પાટણ,03,સમી,07,નાની ચંદુર - 046,046,0307046
પાટણ,03,સમી,07,નાયકા - 048,048,0307048
પાટણ,03,સમી,07,પાલીપુર - 068,068,0307068
પાટણ,03,સમી,07,બાદરગંજ - 021,021,0307021
પાટણ,03,સમી,07,બાબરી - 008,008,0307008
પાટણ,03,સમી,07,બાસ્પા - 028,028,0307028
પાટણ,03,સમી,07,બીસ્મીલ્લાબાદ - 010,010,0307010
પાટણ,03,સમી,07,ભદ્રાડા - 023,023,0307023
પાટણ,03,સમી,07,ભામાથલ - 030,030,0307030
પાટણ,03,સમી,07,મુબારકપુરા - 035,035,0307035
પાટણ,03,સમી,07,મહમદપુરા - 027,027,0307027
પાટણ,03,સમી,07,માંડવી - 016,016,0307016
પાટણ,03,સમી,07,માત્રોટા - 033,033,0307033
પાટણ,03,સમી,07,મોટા જોરાવરપુરા - 031,031,0307031
પાટણ,03,સમી,07,રણાવાડા - 012,012,0307012
પાટણ,03,સમી,07,રુપનગર - 022,022,0307022
પાટણ,03,સમી,07,રવદ - 054,054,0307054
પાટણ,03,સમી,07,રાફુ - 043,043,0307043
પાટણ,03,સમી,07,રામપુરા - 006,006,0307006
પાટણ,03,સમી,07,લાલપુર - 004,004,0307004
પાટણ,03,સમી,07,વેડ - 020,020,0307020
પાટણ,03,સમી,07,વરાણા - 029,029,0307029
પાટણ,03,સમી,07,વાઘપુરા - 042,042,0307042
પાટણ,03,સમી,07,વાવલ - 038,038,0307038
પાટણ,03,સમી,07,વાહેદપુર - 001,001,0307001
પાટણ,03,સમી,07,શેરપુરા - 015,015,0307015
પાટણ,03,સમી,07,સુખપુરા - 003,003,0307003
પાટણ,03,સમી,07,સજુપુરા - 034,034,0307034
પાટણ,03,સમી,07,સમશેરપુરા - 039,039,0307039
પાટણ,03,સમી,07,સમી - 050,050,0307050
પાટણ,03,સમી,07,સોનાર - 049,049,0307049
પાટણ,03,ચાણસ્મા,08,ઈટોદા - 055,055,0308055
પાટણ,03,ચાણસ્મા,08,ઈસ્લામપુરા - 008,008,0308008
પાટણ,03,ચાણસ્મા,08,કંબોઈ - 035,035,0308035
પાટણ,03,ચાણસ્મા,08,કમાલપુર - 049,049,0308049
પાટણ,03,ચાણસ્મા,08,કેસણી - 017,017,0308017
પાટણ,03,ચાણસ્મા,08,ક઼ારોડા - 032,032,0308032
પાટણ,03,ચાણસ્મા,08,ખારા ધરવા - 028,028,0308028
પાટણ,03,ચાણસ્મા,08,ખારી ધારીયાલ - 013,013,0308013
પાટણ,03,ચાણસ્મા,08,ખોખલા - 058,058,0308058
પાટણ,03,ચાણસ્મા,08,ખોરસમ - 038,038,0308038
પાટણ,03,ચાણસ્મા,08,ગંગેટ - 011,011,0308011
પાટણ,03,ચાણસ્મા,08,ગલોલીવાસણા - 002,002,0308002
પાટણ,03,ચાણસ્મા,08,ગોખરવા - 037,037,0308037
પાટણ,03,ચાણસ્મા,08,ચવેલી - 043,043,0308043
પાટણ,03,ચાણસ્મા,08,ચાણસ્મા - 023,023,0308023
પાટણ,03,ચાણસ્મા,08,છમીછા - 052,052,0308052
પાટણ,03,ચાણસ્મા,08,જસલપુર - 015,015,0308015
પાટણ,03,ચાણસ્મા,08,જાખાના - 006,006,0308006
પાટણ,03,ચાણસ્મા,08,જીતોડા - 012,012,0308012
પાટણ,03,ચાણસ્મા,08,ઝીલીયા - 030,030,0308030
પાટણ,03,ચાણસ્મા,08,ઝીલીયા વાસણા - 031,031,0308031
પાટણ,03,ચાણસ્મા,08,ટાકોદી - 050,050,0308050
પાટણ,03,ચાણસ્મા,08,દેલમાલ - 056,056,0308056
પાટણ,03,ચાણસ્મા,08,દાણોદરડા - 047,047,0308047
પાટણ,03,ચાણસ્મા,08,દાંતકરોડી - 020,020,0308020
પાટણ,03,ચાણસ્મા,08,ધરમોડા - 034,034,0308034
પાટણ,03,ચાણસ્મા,08,ધાણોધરડા - 016,016,0308016
પાટણ,03,ચાણસ્મા,08,ધારપુરી - 042,042,0308042
પાટણ,03,ચાણસ્મા,08,ધીણોજ - 048,048,0308048
પાટણ,03,ચાણસ્મા,08,નારણપુરા - 036,036,0308036
પાટણ,03,ચાણસ્મા,08,પંચાસર - 059,059,0308059
પાટણ,03,ચાણસ્મા,08,પલાસર - 025,025,0308025
પાટણ,03,ચાણસ્મા,08,પીંઢારપુરા - 021,021,0308021
પાટણ,03,ચાણસ્મા,08,પીંપળ - 018,018,0308018
પાટણ,03,ચાણસ્મા,08,ફીંચાલ - 009,009,0308009
પાટણ,03,ચાણસ્મા,08,બ્રાહ્મણવાડા - 039,039,0308039
પાટણ,03,ચાણસ્મા,08,ભાટવાસણા - 053,053,0308053
પાટણ,03,ચાણસ્મા,08,ભાટસર - 054,054,0308054
પાટણ,03,ચાણસ્મા,08,મંડલોપ - 033,033,0308033
પાટણ,03,ચાણસ્મા,08,મણીયારી - 057,057,0308057
પાટણ,03,ચાણસ્મા,08,મેરવાડા - 044,044,0308044
પાટણ,03,ચાણસ્મા,08,મુલથાનીયા - 026,026,0308026
પાટણ,03,ચાણસ્મા,08,મેસરા - 051,051,0308051
પાટણ,03,ચાણસ્મા,08,મીઠાધરવા - 046,046,0308046
પાટણ,03,ચાણસ્મા,08,મીઠી ધારીયાલ - 060,060,0308060
પાટણ,03,ચાણસ્મા,08,રણાસણ - 041,041,0308041
પાટણ,03,ચાણસ્મા,08,રુપપુર - 004,004,0308004
પાટણ,03,ચાણસ્મા,08,રેલવેપુરા - 061,061,0308061
પાટણ,03,ચાણસ્મા,08,રામપુરા - 029,029,0308029
પાટણ,03,ચાણસ્મા,08,લણવા - 027,027,0308027
પાટણ,03,ચાણસ્મા,08,વડાવલી - 040,040,0308040
પાટણ,03,ચાણસ્મા,08,વસઇપુરા - 024,024,0308024
પાટણ,03,ચાણસ્મા,08,વસાઈ - 010,010,0308010
પાટણ,03,ચાણસ્મા,08,સેંઢાલ - 014,014,0308014
પાટણ,03,ચાણસ્મા,08,સુણસર - 045,045,0308045
પાટણ,03,ચાણસ્મા,08,સેંધા - 003,003,0308003
પાટણ,03,ચાણસ્મા,08,સરદારપુરા - 005,005,0308005
પાટણ,03,ચાણસ્મા,08,સરસાવ - 019,019,0308019
પાટણ,03,ચાણસ્મા,08,સેલાવી - 022,022,0308022
પાટણ,03,ચાણસ્મા,08,સેવાળા - 001,001,0308001
પાટણ,03,ચાણસ્મા,08,સોજીત્રા - 007,007,0308007
પાટણ,03,શંખેશ્વર,09,ઈસ્લામપુરા - 066,066,0309066
પાટણ,03,શંખેશ્વર,09,ઓરુમાણા - 075,075,0309075
પાટણ,03,શંખેશ્વર,09,કંચનપુરા - 081,081,0309081
પાટણ,03,શંખેશ્વર,09,કુંવર - 058,058,0309058
પાટણ,03,શંખેશ્વર,09,કુવારદ - 089,089,0309089
પાટણ,03,શંખેશ્વર,09,ખંડીયા - 080,080,0309080
પાટણ,03,શંખેશ્વર,09,ખીજડીયારી - 064,064,0309064
