District,District Code,Taluka,Taluka Code,Village,Village Code,DTV Code
______,20,______,02,______ - 033,033,2002033
______,20,______,02,________ - 062,062,2002062
______,20,______,02,_______ - 022,022,2002022
______,20,______,02,_____ - 044,044,2002044
______,20,______,02,______ (___.) - 148,148,2002148
______,20,______,02,______(______) - 061,061,2002061
______,20,______,02,____ ______ - 087,087,2002087
______,20,______,02,____ ________ - 137,137,2002137
______,20,______,02,____ _____ - 016,016,2002016
______,20,______,02,____ _____ - 049,049,2002049
______,20,______,02,______ - 074,074,2002074
______,20,______,02,_____ - 174,174,2002174
______,20,______,02,______ - 073,073,2002073
______,20,______,02,_________ - 157,157,2002157
______,20,______,02,_________ - 149,149,2002149
______,20,______,02,____ - 032,032,2002032
______,20,______,02,_____ - 002,002,2002002
______,20,______,02,____ - 005,005,2002005
______,20,______,02,_____ - 056,056,2002056
______,20,______,02,____ _____ - 140,140,2002140
______,20,______,02,______ - 102,102,2002102
______,20,______,02,________ - 091,091,2002091
______,20,______,02,_______ - 164,164,2002164
______,20,______,02,_____ - 093,093,2002093
______,20,______,02,____ - 094,094,2002094
______,20,______,02,______ - 021,021,2002021
______,20,______,02,_____ - 041,041,2002041
______,20,______,02,_________ - 004,004,2002004
______,20,______,02,_______ - 122,122,2002122
______,20,______,02,____ ________ - 147,147,2002147
______,20,______,02,____ ______ - 020,020,2002020
______,20,______,02,____ _____ - 039,039,2002039
______,20,______,02,____ ____ - 085,085,2002085
______,20,______,02,___________ - 153,153,2002153
______,20,______,02,____ - 015,015,2002015
______,20,______,02,____ - 095,095,2002095
______,20,______,02,___(_____) - 023,023,2002023
______,20,______,02,_____ - 003,003,2002003
______,20,______,02,________ - 183,183,2002183
______,20,______,02,__________ - 155,155,2002155
______,20,______,02,_______ - 067,067,2002067
______,20,______,02,_____ - 111,111,2002111
______,20,______,02,______ (_______.) - 133,133,2002133
______,20,______,02,______(_____) - 047,047,2002047
______,20,______,02,______ - 170,170,2002170
______,20,______,02,_____ - 185,185,2002185
______,20,______,02,____ - 024,024,2002024
______,20,______,02,_____ - 161,161,2002161
______,20,______,02,____. - 040,040,2002040
______,20,______,02,____ - 028,028,2002028
______,20,______,02,_____ - 117,117,2002117
______,20,______,02,__________ - 025,025,2002025
______,20,______,02,______ - 106,106,2002106
______,20,______,02,________ - 001,001,2002001
______,20,______,02,________ - 123,123,2002123
______,20,______,02,_____ - 017,017,2002017
______,20,______,02,______ - 079,079,2002079
______,20,______,02,__________ - 030,030,2002030
______,20,______,02,______ - 088,088,2002088
______,20,______,02,_________ - 105,105,2002105
______,20,______,02,_______ - 146,146,2002146
______,20,______,02,_______ - 121,121,2002121
______,20,______,02,_______ - 007,007,2002007
______,20,______,02,______ - 036,036,2002036
______,20,__________,03,_____ - 012,012,2003012
______,20,__________,03,________ - 078,078,2003078
______,20,__________,03,_______ - 007,007,2003007
______,20,__________,03,________ - 036,036,2003036
______,20,__________,03,_______ - 107,107,2003107
______,20,__________,03,_____ - 109,109,2003109
______,20,__________,03,______ - 133,133,2003133
______,20,__________,03,_____ - 008,008,2003008
______,20,__________,03,_________ - 093,093,2003093
______,20,__________,03,_________ - 051,051,2003051
______,20,__________,03,____ - 066,066,2003066
______,20,__________,03,______ - 130,130,2003130
______,20,__________,03,______ - 018,018,2003018
______,20,__________,03,________ - 070,070,2003070
______,20,__________,03,____ - 003,003,2003003
______,20,__________,03,_____ - 046,046,2003046
______,20,__________,03,________ - 072,072,2003072
______,20,__________,03,_________ - 076,076,2003076
______,20,__________,03,____ - 063,063,2003063
______,20,__________,03,________ (____) - 075,075,2003075
______,20,__________,03,________(__) - 092,092,2003092
______,20,__________,03,____ - 010,010,2003010
______,20,__________,03,________ - 131,131,2003131
______,20,__________,03,____ ____ - 058,058,2003058
______,20,__________,03,________ - 013,013,2003013
______,20,__________,03,_____ - 034,034,2003034
______,20,__________,03,__________ - 049,049,2003049
______,20,__________,03,________ - 094,094,2003094
______,20,__________,03,_______ - 065,065,2003065
______,20,__________,03,___ - 101,101,2003101
______,20,__________,03,__ - 108,108,2003108
______,20,__________,03,_________ - 080,080,2003080
______,20,__________,03,________ - 114,114,2003114
______,20,__________,03,_____ - 111,111,2003111
______,20,__________,03,____ - 105,105,2003105
______,20,__________,03,________ - 055,055,2003055
______,20,__________,03,______ - 074,074,2003074
______,20,__________,03,_______ - 126,126,2003126
______,20,__________,03,____ - 119,119,2003119
______,20,__________,03,____ - 083,083,2003083
______,20,__________,03,_____ - 099,099,2003099
______,20,__________,03,_____ - 004,004,2003004
______,20,__________,03,____ _____ - 005,005,2003005
______,20,__________,03,_____ - 129,129,2003129
______,20,__________,03,_____ - 067,067,2003067
______,20,__________,03,_______ - 085,085,2003085
______,20,__________,03,________ - 097,097,2003097
______,20,__________,03,____ - 077,077,2003077
______,20,__________,03,_________ - 029,029,2003029
______,20,__________,03,________ - 057,057,2003057
______,20,__________,03,__________ - 011,011,2003011
______,20,__________,03,_____ - 040,040,2003040
______,20,__________,03,_____ - 132,132,2003132
______,20,__________,03,_____ - 044,044,2003044
______,20,__________,03,_____ - 059,059,2003059
______,20,__________,03,________ - 032,032,2003032
______,20,__________,03,____ - 089,089,2003089
______,20,__________,03,______ - 118,118,2003118
______,20,__________,03,______ (______) - 117,117,2003117
______,20,__________,03,____ ________ - 021,021,2003021
______,20,__________,03,____ ______ - 095,095,2003095
______,20,__________,03,____ _______ - 017,017,2003017
______,20,__________,03,_____ - 090,090,2003090
______,20,__________,03,________ - 127,127,2003127
______,20,__________,03,_____ - 082,082,2003082
______,20,__________,03,______ - 071,071,2003071
______,20,__________,03,_____ - 128,128,2003128
______,20,__________,03,______. - 042,042,2003042
______,20,__________,03,______ - 031,031,2003031
______,20,__________,03,______ - 113,113,2003113
______,20,__________,03,_____ - 033,033,2003033
______,20,__________,03,______ - 026,026,2003026
______,20,__________,03,_______ - 112,112,2003112
______,20,__________,03,_________ - 068,068,2003068
______,20,__________,03,_____ - 037,037,2003037
______,20,__________,03,_________ - 062,062,2003062
______,20,__________,03,_____ - 002,002,2003002
______,20,__________,03,_____ - 009,009,2003009
______,20,__________,03,____ - 060,060,2003060
______,20,__________,03,____ - 102,102,2003102
______,20,__________,03,__ - 016,016,2003016
______,20,__________,03,_____ - 125,125,2003125
______,20,__________,03,_____ - 038,038,2003038
______,20,__________,03,_____ ______ - 115,115,2003115
______,20,__________,03,_____ - 134,134,2003134
______,20,__________,03,____ - 110,110,2003110
______,20,__________,03,________ - 120,120,2003120
______,20,__________,03,_______ - 028,028,2003028
______,20,__________,03,_____ - 048,048,2003048
______,20,__________,03,_____ (______) - 100,100,2003100
______,20,__________,03,______ - 084,084,2003084
______,20,__________,03,______ - 088,088,2003088
______,20,__________,03,________ - 087,087,2003087
______,20,__________,03,________ - 053,053,2003053
______,20,__________,03,______ - 124,124,2003124
______,20,__________,03,__________ - 081,081,2003081
______,20,__________,03,_______ - 014,014,2003014
______,20,__________,03,______ - 023,023,2003023
______,20,__________,03,___ - 020,020,2003020
______,20,__________,03,_____ - 015,015,2003015
______,20,__________,03,____ ____ ____ - 091,091,2003091
______,20,__________,03,____ _____ - 045,045,2003045
______,20,__________,03,__________ - 106,106,2003106
______,20,__________,03,____________ - 073,073,2003073
______,20,__________,03,______ - 104,104,2003104
______,20,__________,03,_______ - 122,122,2003122
______,20,__________,03,_______ - 086,086,2003086
______,20,__________,03,_____ - 103,103,2003103
______,20,__________,03,_______ - 041,041,2003041
______,20,__________,03,____ - 064,064,2003064
______,20,__________,03,______ - 096,096,2003096
______,20,__________,03,_________ - 069,069,2003069
______,20,__________,03,______ - 027,027,2003027
______,20,__________,03,______ - 035,035,2003035
______,20,__________,03,_____ - 079,079,2003079
______,20,__________,03,_____ - 022,022,2003022
______,20,__________,03,_____ - 001,001,2003001
______,20,__________,03,______ - 121,121,2003121
______,20,__________,03,______ - 050,050,2003050
______,20,__________,03,_____ - 123,123,2003123
______,20,__________,03,______ - 061,061,2003061
______,20,__________,03,______ - 024,024,2003024
______,20,__________,03,______ - 030,030,2003030
______,20,__________,03,______ - 039,039,2003039
______,20,__________,03,______ - 025,025,2003025
______,20,__________,03,______ - 019,019,2003019
______,20,__________,03,______ - 056,056,2003056
______,20,__________,03,______ - 116,116,2003116
______,20,__________,03,________ (___) - 006,006,2003006
______,20,__________,03,________ (______) - 043,043,2003043
______,20,__________,03,_____ - 054,054,2003054
______,20,__________,03,________ - 052,052,2003052
______,20,__________,03,______ - 098,098,2003098
______,20,__________,03,_______ - 047,047,2003047
______,20,_______,04,______ - 048,048,2004048
______,20,_______,04,_______ - 038,038,2004038
______,20,_______,04,______ - 035,035,2004035
______,20,_______,04,_____ - 013,013,2004013
______,20,_______,04,____ - 024,024,2004024
______,20,_______,04,______. - 081,081,2004081
______,20,_______,04,_____ - 039,039,2004039
______,20,_______,04,______ - 032,032,2004032
______,20,_______,04,___ - 074,074,2004074
______,20,_______,04,_________ - 090,090,2004090
______,20,_______,04,_________ - 027,027,2004027
______,20,_______,04,________ - 002,002,2004002
______,20,_______,04,_______ - 009,009,2004009
______,20,_______,04,_____ - 091,091,2004091
______,20,_______,04,______ - 067,067,2004067
______,20,_______,04,______ - 075,075,2004075
______,20,_______,04,_______ - 062,062,2004062
______,20,_______,04,_______ - 033,033,2004033
______,20,_______,04,_______ - 042,042,2004042
______,20,_______,04,________ - 017,017,2004017
______,20,_______,04,____ - 065,065,2004065
______,20,_______,04,____ - 059,059,2004059
______,20,_______,04,___ ____ - 010,010,2004010
______,20,_______,04,_______ - 064,064,2004064
______,20,_______,04,_____ - 026,026,2004026
______,20,_______,04,_______ - 045,045,2004045
______,20,_______,04,______ - 086,086,2004086
______,20,_______,04,_______ - 003,003,2004003
______,20,_______,04,______ - 022,022,2004022
______,20,_______,04,______ - 040,040,2004040
______,20,_______,04,______ _____ - 078,078,2004078
______,20,_______,04,__________ - 083,083,2004083
______,20,_______,04,_______ - 095,095,2004095
______,20,_______,04,_____ - 050,050,2004050
______,20,_______,04,______ - 034,034,2004034
______,20,_______,04,____ - 071,071,2004071
______,20,_______,04,______ - 047,047,2004047
______,20,_______,04,________ - 068,068,2004068
______,20,_______,04,________ - 060,060,2004060
______,20,_______,04,________ - 025,025,2004025
______,20,_______,04,_______ - 044,044,2004044
______,20,_______,04,________ - 088,088,2004088
______,20,_______,04,_______ - 092,092,2004092
______,20,_______,04,______ - 079,079,2004079
______,20,_______,04,_____ ____ - 011,011,2004011
______,20,_______,04,______ (______) - 043,043,2004043
______,20,_______,04,______(_____) - 049,049,2004049
______,20,_______,04,_______ - 008,008,2004008
______,20,_______,04,____ _________ - 093,093,2004093
______,20,_______,04,____ _______ - 069,069,2004069
______,20,_______,04,____ _______ - 056,056,2004056
______,20,_______,04,____ _____ - 007,007,2004007
______,20,_______,04,____ _____ - 029,029,2004029
______,20,_______,04,___ - 063,063,2004063
______,20,_______,04,________ - 030,030,2004030
______,20,_______,04,_________ - 016,016,2004016
______,20,_______,04,_____ - 006,006,2004006
______,20,_______,04,_____ - 053,053,2004053
______,20,_______,04,________ - 023,023,2004023
______,20,_______,04,_________ - 052,052,2004052
______,20,_______,04,___ - 058,058,2004058
______,20,_______,04,_______ - 041,041,2004041
______,20,_______,04,____ - 051,051,2004051
______,20,_______,04,____ - 031,031,2004031
______,20,_______,04,____ - 061,061,2004061
______,20,_______,04,______ - 087,087,2004087
______,20,_______,04,____ - 073,073,2004073
______,20,_______,04,_________ - 054,054,2004054
______,20,_______,04,_________ - 077,077,2004077
______,20,_______,04,_________ - 018,018,2004018
______,20,_______,04,________ - 005,005,2004005
______,20,_______,04,______ - 085,085,2004085
______,20,_______,04,____ ____ - 001,001,2004001
______,20,_______,04,_____ - 037,037,2004037
______,20,_______,04,_____ - 055,055,2004055
______,20,_______,04,___ ____ - 015,015,2004015
______,20,_______,04,_____ - 070,070,2004070
______,20,_______,04,_______ - 012,012,2004012
______,20,_______,04,____ _________ - 066,066,2004066
______,20,_______,04,____ _______ - 004,004,2004004
______,20,_______,04,____ _______ - 014,014,2004014
______,20,_______,04,_________ - 028,028,2004028
______,20,_______,04,______ - 021,021,2004021
______,20,_______,04,____ - 089,089,2004089
______,20,_______,04,______ - 020,020,2004020
______,20,_______,04,______ - 080,080,2004080
______,20,_______,04,_______ - 057,057,2004057
______,20,_______,04,______ - 084,084,2004084
______,20,_______,04,______ - 019,019,2004019
